0	7.54983443527075	100
1	7.54983443527075	102
2	7.54983443527075	106
3	7.54983443527075	115
4	7.54983443527075	135
5	7.54983443527075	164
6	7.54983443527075	216
7	7.54983443527075	266
8	7.54983443527075	383
9	7.54983443527075	438
10	7.810249675906654	631
11	8.246211251235321	713
12	8.774964387392123	1006
13	9.055385138137417	1044
14	9.486832980505138	1422
15	10.04987562112089	1557
16	10.488088481701515	2080
17	11.0	1897
18	11.445523142259598	2595
19	11.916375287812984	2888
20	12.449899597988733	3294
21	12.884098726725126	3383
22	13.45362404707371	4217
23	13.92838827718412	4636
24	14.352700094407323	5410
25	14.866068747318506	5012
26	15.297058540778355	6904
27	15.811388300841896	6748
28	16.401219466856727	7927
29	16.911534525287763	8330
30	17.291616465790582	9110
31	17.74823934929885	10182
32	18.384776310850235	11445
33	18.841443681416774	10952
34	19.595917942265423	13991
35	20.024984394500787	13805
36	20.493901531919196	15446
37	20.904544960366874	15854
38	21.42428528562855	17769
39	21.95449840010015	18978
40	22.47220505424423	20371
41	22.93468988235943	20138
42	23.430749027719962	24460
43	23.93741840717165	24234
44	24.55605831561735	26694
