0	8.12403840463596	600
1	9.38083151964686	1619
2	10.677078252031311	2583
3	12.0	3848
4	13.341664064126334	5457
5	14.696938456699069	7450
6	16.06237840420901	9867
7	17.435595774162696	12748
8	18.81488772222678	16133
9	20.199009876724155	20062
10	21.587033144922902	24575
11	22.978250586152114	29712
12	24.372115213907882	35513
13	25.768197453450252	42018
14	27.16615541441225	49267
15	28.5657137141714	57300
16	29.966648127543394	66157
17	31.368774282716245	75878
18	32.77193921634788	86503
19	34.17601498127012	98072
20	35.58089374931439	110625
